,variable,value
29676,ZIP:66714,"Benedict, KS 66714"
29677,ZIP:66716,"Bronson, KS 66716"
29678,ZIP:66717,"Buffalo, KS 66717"
29679,ZIP:66720,"Chanute, KS 66720"
29680,ZIP:66724,"Cherokee, KS 66724"
29681,ZIP:66725,"Columbus, KS 66725"
29682,ZIP:66728,"Crestline, KS 66728"
29683,ZIP:66732,"Elsmore, KS 66732"
29684,ZIP:66733,"Erie, KS 66733"
29685,ZIP:66734,"Farlington, KS 66734"
29686,ZIP:66735,"Franklin, KS 66735"
29687,ZIP:66736,"Fredonia, KS 66736"
29688,ZIP:66738,"Fulton, KS 66738"
29689,ZIP:66739,"Galena, KS 66739"
29690,ZIP:66740,"Galesburg, KS 66740"
29691,ZIP:66741,"Garland, KS 66741"
29692,ZIP:66743,"Girard, KS 66743"
29693,ZIP:66746,"Hepler, KS 66746"
29694,ZIP:66748,"Humboldt, KS 66748"
29695,ZIP:66749,"Iola, KS 66749"
29696,ZIP:66751,"La Harpe, KS 66751"
29697,ZIP:66753,"Mc Cune, KS 66753"
29698,ZIP:66754,"Mapleton, KS 66754"
29699,ZIP:66755,"Moran, KS 66755"
29700,ZIP:66756,"Mulberry, KS 66756"
29701,ZIP:66757,"Neodesha, KS 66757"
29702,ZIP:66758,"Neosho Falls, KS 66758"
29703,ZIP:66759,"New Albany, KS 66759"
29704,ZIP:66761,"Piqua, KS 66761"
29705,ZIP:66762,"Pittsburg, KS 66762"
29706,ZIP:66763,"Frontenac, KS 66763"
29707,ZIP:66767,"Prescott, KS 66767"
29708,ZIP:66769,"Redfield, KS 66769"
29709,ZIP:66770,"Riverton, KS 66770"
29710,ZIP:66771,"Saint Paul, KS 66771"
29711,ZIP:66772,"Savonburg, KS 66772"
29712,ZIP:66773,"Scammon, KS 66773"
29713,ZIP:66775,"Stark, KS 66775"
29714,ZIP:66776,"Thayer, KS 66776"
29715,ZIP:66777,"Toronto, KS 66777"
29716,ZIP:66778,"Treece, KS 66778"
29717,ZIP:66779,"Uniontown, KS 66779"
29718,ZIP:66780,"Walnut, KS 66780"
29719,ZIP:66781,"Weir, KS 66781"
29720,ZIP:66783,"Yates Center, KS 66783"
29721,ZIP:66801,"Emporia, KS 66801"
29722,ZIP:66830,"Admire, KS 66830"
29723,ZIP:66833,"Allen, KS 66833"
29724,ZIP:66834,"Alta Vista, KS 66834"
29725,ZIP:66835,"Americus, KS 66835"
29726,ZIP:66838,"Burdick, KS 66838"
29727,ZIP:66839,"Burlington, KS 66839"
29728,ZIP:66840,"Burns, KS 66840"
29729,ZIP:66842,"Cassoday, KS 66842"
29730,ZIP:66843,"Cedar Point, KS 66843"
29731,ZIP:66845,"Cottonwood Falls, KS 66845"
29732,ZIP:66846,"Council Grove, KS 66846"
29733,ZIP:66849,"Dwight, KS 66849"
29734,ZIP:66850,"Elmdale, KS 66850"
29735,ZIP:66851,"Florence, KS 66851"
29736,ZIP:66852,"Gridley, KS 66852"
29737,ZIP:66853,"Hamilton, KS 66853"
29738,ZIP:66854,"Hartford, KS 66854"
29739,ZIP:66856,"Lebo, KS 66856"
29740,ZIP:66857,"Le Roy, KS 66857"
29741,ZIP:66858,"Lincolnville, KS 66858"
29742,ZIP:66859,"Lost Springs, KS 66859"
29743,ZIP:66860,"Madison, KS 66860"
29744,ZIP:66861,"Marion, KS 66861"
29745,ZIP:66862,"Matfield Green, KS 66862"
29746,ZIP:66864,"Neosho Rapids, KS 66864"
29747,ZIP:66865,"Olpe, KS 66865"
29748,ZIP:66866,"Peabody, KS 66866"
29749,ZIP:66868,"Reading, KS 66868"
29750,ZIP:66869,"Strong City, KS 66869"
29751,ZIP:66870,"Virgil, KS 66870"
29752,ZIP:66871,"Waverly, KS 66871"
29753,ZIP:66872,"White City, KS 66872"
29754,ZIP:66873,"Wilsey, KS 66873"
29755,ZIP:66901,"Concordia, KS 66901"
29756,ZIP:66930,"Agenda, KS 66930"
29757,ZIP:66932,"Athol, KS 66932"
29758,ZIP:66933,"Barnes, KS 66933"
29759,ZIP:66935,"Belleville, KS 66935"
29760,ZIP:66936,"Burr Oak, KS 66936"
29761,ZIP:66937,"Clifton, KS 66937"
29762,ZIP:66938,"Clyde, KS 66938"
29763,ZIP:66939,"Courtland, KS 66939"
29764,ZIP:66940,"Cuba, KS 66940"
29765,ZIP:66941,"Esbon, KS 66941"
29766,ZIP:66942,"Formoso, KS 66942"
29767,ZIP:66943,"Greenleaf, KS 66943"
29768,ZIP:66944,"Haddam, KS 66944"
29769,ZIP:66945,"Hanover, KS 66945"
29770,ZIP:66946,"Hollenberg, KS 66946"
29771,ZIP:66948,"Jamestown, KS 66948"
29772,ZIP:66949,"Jewell, KS 66949"
29773,ZIP:66951,"Kensington, KS 66951"
29774,ZIP:66952,"Lebanon, KS 66952"
29775,ZIP:66953,"Linn, KS 66953"
29776,ZIP:66955,"Mahaska, KS 66955"
29777,ZIP:66956,"Mankato, KS 66956"
29778,ZIP:66958,"Morrowville, KS 66958"
29779,ZIP:66959,"Munden, KS 66959"
29780,ZIP:66960,"Narka, KS 66960"
29781,ZIP:66961,"Norway, KS 66961"
29782,ZIP:66962,"Palmer, KS 66962"
29783,ZIP:66963,"Randall, KS 66963"
29784,ZIP:66964,"Republic, KS 66964"
29785,ZIP:66966,"Scandia, KS 66966"
29786,ZIP:66967,"Smith Center, KS 66967"
29787,ZIP:66968,"Washington, KS 66968"
29788,ZIP:66970,"Webber, KS 66970"
29789,ZIP:67001,"Andale, KS 67001"
29790,ZIP:67002,"Andover, KS 67002"
29791,ZIP:67003,"Anthony, KS 67003"
29792,ZIP:67004,"Argonia, KS 67004"
29793,ZIP:67005,"Arkansas City, KS 67005"
29794,ZIP:67008,"Atlanta, KS 67008"
29795,ZIP:67009,"Attica, KS 67009"
29796,ZIP:67010,"Augusta, KS 67010"
29797,ZIP:67013,"Belle Plaine, KS 67013"
29798,ZIP:67016,"Bentley, KS 67016"
29799,ZIP:67017,"Benton, KS 67017"
29800,ZIP:67018,"Bluff City, KS 67018"
29801,ZIP:67019,"Burden, KS 67019"
29802,ZIP:67020,"Burrton, KS 67020"
29803,ZIP:67021,"Byers, KS 67021"
29804,ZIP:67022,"Caldwell, KS 67022"
29805,ZIP:67023,"Cambridge, KS 67023"
29806,ZIP:67024,"Cedar Vale, KS 67024"
29807,ZIP:67025,"Cheney, KS 67025"
29808,ZIP:67026,"Clearwater, KS 67026"
29809,ZIP:67028,"Coats, KS 67028"
29810,ZIP:67029,"Coldwater, KS 67029"
29811,ZIP:67030,"Colwich, KS 67030"
29812,ZIP:67031,"Conway Springs, KS 67031"
29813,ZIP:67035,"Cunningham, KS 67035"
29814,ZIP:67036,"Danville, KS 67036"
29815,ZIP:67037,"Derby, KS 67037"
29816,ZIP:67038,"Dexter, KS 67038"
29817,ZIP:67039,"Douglass, KS 67039"
29818,ZIP:67042,"El Dorado, KS 67042"
29819,ZIP:67045,"Eureka, KS 67045"
29820,ZIP:67047,"Fall River, KS 67047"
29821,ZIP:67049,"Freeport, KS 67049"
29822,ZIP:67050,"Garden Plain, KS 67050"
29823,ZIP:67051,"Geuda Springs, KS 67051"
29824,ZIP:67052,"Goddard, KS 67052"
29825,ZIP:67053,"Goessel, KS 67053"
29826,ZIP:67054,"Greensburg, KS 67054"
29827,ZIP:67055,"Greenwich, KS 67055"
29828,ZIP:67056,"Halstead, KS 67056"
29829,ZIP:67057,"Hardtner, KS 67057"
29830,ZIP:67058,"Harper, KS 67058"
29831,ZIP:67059,"Haviland, KS 67059"
29832,ZIP:67060,"Haysville, KS 67060"
29833,ZIP:67061,"Hazelton, KS 67061"
29834,ZIP:67062,"Hesston, KS 67062"
29835,ZIP:67063,"Hillsboro, KS 67063"
29836,ZIP:67065,"Isabel, KS 67065"
29837,ZIP:67066,"Iuka, KS 67066"
29838,ZIP:67067,"Kechi, KS 67067"
29839,ZIP:67068,"Kingman, KS 67068"
29840,ZIP:67070,"Kiowa, KS 67070"
29841,ZIP:67071,"Lake City, KS 67071"
29842,ZIP:67072,"Latham, KS 67072"
29843,ZIP:67073,"Lehigh, KS 67073"
29844,ZIP:67074,"Leon, KS 67074"
29845,ZIP:67101,"Maize, KS 67101"
29846,ZIP:67102,"Maple City, KS 67102"
29847,ZIP:67103,"Mayfield, KS 67103"
29848,ZIP:67104,"Medicine Lodge, KS 67104"
29849,ZIP:67105,"Milan, KS 67105"
29850,ZIP:67106,"Milton, KS 67106"
29851,ZIP:67107,"Moundridge, KS 67107"
29852,ZIP:67108,"Mount Hope, KS 67108"
29853,ZIP:67109,"Mullinville, KS 67109"
29854,ZIP:67110,"Mulvane, KS 67110"
29855,ZIP:67111,"Murdock, KS 67111"
29856,ZIP:67112,"Nashville, KS 67112"
29857,ZIP:67114,"Newton, KS 67114"
29858,ZIP:67117,"North Newton, KS 67117"
29859,ZIP:67118,"Norwich, KS 67118"
29860,ZIP:67119,"Oxford, KS 67119"
29861,ZIP:67120,"Peck, KS 67120"
29862,ZIP:67122,"Piedmont, KS 67122"
29863,ZIP:67123,"Potwin, KS 67123"
29864,ZIP:67124,"Pratt, KS 67124"
29865,ZIP:67127,"Protection, KS 67127"
29866,ZIP:67131,"Rock, KS 67131"
29867,ZIP:67132,"Rosalia, KS 67132"
29868,ZIP:67133,"Rose Hill, KS 67133"
29869,ZIP:67134,"Sawyer, KS 67134"
29870,ZIP:67135,"Sedgwick, KS 67135"
29871,ZIP:67137,"Severy, KS 67137"
29872,ZIP:67138,"Sharon, KS 67138"
29873,ZIP:67140,"South Haven, KS 67140"
29874,ZIP:67142,"Spivey, KS 67142"
29875,ZIP:67143,"Sun City, KS 67143"
29876,ZIP:67144,"Towanda, KS 67144"
29877,ZIP:67146,"Udall, KS 67146"
29878,ZIP:67147,"Valley Center, KS 67147"
29879,ZIP:67149,"Viola, KS 67149"
29880,ZIP:67150,"Waldron, KS 67150"
29881,ZIP:67151,"Walton, KS 67151"
29882,ZIP:67152,"Wellington, KS 67152"
29883,ZIP:67154,"Whitewater, KS 67154"
29884,ZIP:67155,"Wilmore, KS 67155"
29885,ZIP:67156,"Winfield, KS 67156"
29886,ZIP:67159,"Zenda, KS 67159"
29887,ZIP:67202,"Wichita, KS 67202"
29888,ZIP:67203,"Wichita, KS 67203"
29889,ZIP:67204,"Wichita, KS 67204"
29890,ZIP:67205,"Wichita, KS 67205"
29891,ZIP:67206,"Wichita, KS 67206"
29892,ZIP:67207,"Wichita, KS 67207"
29893,ZIP:67208,"Wichita, KS 67208"
29894,ZIP:67209,"Wichita, KS 67209"
29895,ZIP:67210,"Wichita, KS 67210"
29896,ZIP:67211,"Wichita, KS 67211"
29897,ZIP:67212,"Wichita, KS 67212"
29898,ZIP:67213,"Wichita, KS 67213"
29899,ZIP:67214,"Wichita, KS 67214"
29900,ZIP:67215,"Wichita, KS 67215"
29901,ZIP:67216,"Wichita, KS 67216"
29902,ZIP:67217,"Wichita, KS 67217"
29903,ZIP:67218,"Wichita, KS 67218"
29904,ZIP:67219,"Wichita, KS 67219"
29905,ZIP:67220,"Wichita, KS 67220"
29906,ZIP:67221,"McConnell AFB, KS 67221"
29907,ZIP:67223,"Wichita, KS 67223"
29908,ZIP:67226,"Wichita, KS 67226"
29909,ZIP:67227,"Wichita, KS 67227"
29910,ZIP:67228,"Wichita, KS 67228"
29911,ZIP:67230,"Wichita, KS 67230"
29912,ZIP:67232,"Wichita, KS 67232"
29913,ZIP:67235,"Wichita, KS 67235"
29914,ZIP:67260,"Wichita, KS 67260"
29915,ZIP:67301,"Independence, KS 67301"
29916,ZIP:67330,"Altamont, KS 67330"
29917,ZIP:67332,"Bartlett, KS 67332"
29918,ZIP:67333,"Caney, KS 67333"
29919,ZIP:67335,"Cherryvale, KS 67335"
29920,ZIP:67336,"Chetopa, KS 67336"
29921,ZIP:67337,"Coffeyville, KS 67337"
29922,ZIP:67341,"Dennis, KS 67341"
29923,ZIP:67342,"Edna, KS 67342"
29924,ZIP:67344,"Elk City, KS 67344"
29925,ZIP:67345,"Elk Falls, KS 67345"
29926,ZIP:67346,"Grenola, KS 67346"
29927,ZIP:67347,"Havana, KS 67347"
29928,ZIP:67349,"Howard, KS 67349"
29929,ZIP:67351,"Liberty, KS 67351"
29930,ZIP:67352,"Longton, KS 67352"
29931,ZIP:67353,"Moline, KS 67353"
29932,ZIP:67354,"Mound Valley, KS 67354"
29933,ZIP:67355,"Niotaze, KS 67355"
29934,ZIP:67356,"Oswego, KS 67356"
29935,ZIP:67357,"Parsons, KS 67357"
29936,ZIP:67360,"Peru, KS 67360"
29937,ZIP:67361,"Sedan, KS 67361"
29938,ZIP:67401,"Salina, KS 67401"
29939,ZIP:67410,"Abilene, KS 67410"
29940,ZIP:67416,"Assaria, KS 67416"
29941,ZIP:67417,"Aurora, KS 67417"
29942,ZIP:67418,"Barnard, KS 67418"
29943,ZIP:67420,"Beloit, KS 67420"
29944,ZIP:67422,"Bennington, KS 67422"
29945,ZIP:67423,"Beverly, KS 67423"
29946,ZIP:67425,"Brookville, KS 67425"
29947,ZIP:67427,"Bushton, KS 67427"
29948,ZIP:67428,"Canton, KS 67428"
29949,ZIP:67430,"Cawker City, KS 67430"
29950,ZIP:67431,"Chapman, KS 67431"
29951,ZIP:67432,"Clay Center, KS 67432"
29952,ZIP:67436,"Delphos, KS 67436"
29953,ZIP:67437,"Downs, KS 67437"
29954,ZIP:67438,"Durham, KS 67438"
29955,ZIP:67439,"Ellsworth, KS 67439"
29956,ZIP:67441,"Enterprise, KS 67441"
29957,ZIP:67442,"Falun, KS 67442"
29958,ZIP:67443,"Galva, KS 67443"
29959,ZIP:67444,"Geneseo, KS 67444"
29960,ZIP:67445,"Glasco, KS 67445"
29961,ZIP:67446,"Glen Elder, KS 67446"
29962,ZIP:67447,"Green, KS 67447"
29963,ZIP:67448,"Gypsum, KS 67448"
29964,ZIP:67449,"Herington, KS 67449"
29965,ZIP:67450,"Holyrood, KS 67450"
29966,ZIP:67451,"Hope, KS 67451"
29967,ZIP:67452,"Hunter, KS 67452"
29968,ZIP:67454,"Kanopolis, KS 67454"
29969,ZIP:67455,"Lincoln, KS 67455"
29970,ZIP:67456,"Lindsborg, KS 67456"
29971,ZIP:67457,"Little River, KS 67457"
29972,ZIP:67458,"Longford, KS 67458"
29973,ZIP:67459,"Lorraine, KS 67459"
29974,ZIP:67460,"McPherson, KS 67460"
29975,ZIP:67464,"Marquette, KS 67464"
29976,ZIP:67466,"Miltonvale, KS 67466"
29977,ZIP:67467,"Minneapolis, KS 67467"
29978,ZIP:67468,"Morganville, KS 67468"
29979,ZIP:67470,"New Cambria, KS 67470"
29980,ZIP:67473,"Osborne, KS 67473"
29981,ZIP:67474,"Portis, KS 67474"
29982,ZIP:67475,"Ramona, KS 67475"
29983,ZIP:67476,"Roxbury, KS 67476"
29984,ZIP:67478,"Simpson, KS 67478"
29985,ZIP:67480,"Solomon, KS 67480"
29986,ZIP:67481,"Sylvan Grove, KS 67481"
29987,ZIP:67482,"Talmage, KS 67482"
29988,ZIP:67483,"Tampa, KS 67483"
29989,ZIP:67484,"Tescott, KS 67484"
29990,ZIP:67485,"Tipton, KS 67485"
29991,ZIP:67487,"Wakefield, KS 67487"
29992,ZIP:67490,"Wilson, KS 67490"
29993,ZIP:67491,"Windom, KS 67491"
29994,ZIP:67492,"Woodbine, KS 67492"
29995,ZIP:67501,"Hutchinson, KS 67501"
29996,ZIP:67502,"Hutchinson, KS 67502"
29997,ZIP:67505,"South Hutchinson, KS 67505"
29998,ZIP:67510,"Abbyville, KS 67510"
29999,ZIP:67511,"Albert, KS 67511"
30000,ZIP:67512,"Alden, KS 67512"
30001,ZIP:67513,"Alexander, KS 67513"
30002,ZIP:67514,"Arlington, KS 67514"
30003,ZIP:67515,"Arnold, KS 67515"
30004,ZIP:67516,"Bazine, KS 67516"
30005,ZIP:67518,"Beeler, KS 67518"
30006,ZIP:67519,"Belpre, KS 67519"
30007,ZIP:67520,"Bison, KS 67520"
30008,ZIP:67521,"Brownell, KS 67521"
30009,ZIP:67522,"Buhler, KS 67522"
30010,ZIP:67523,"Burdett, KS 67523"
30011,ZIP:67524,"Chase, KS 67524"
30012,ZIP:67525,"Claflin, KS 67525"
30013,ZIP:67526,"Ellinwood, KS 67526"
30014,ZIP:67529,"Garfield, KS 67529"
30015,ZIP:67530,"Great Bend, KS 67530"
30016,ZIP:67543,"Haven, KS 67543"
30017,ZIP:67544,"Hoisington, KS 67544"
30018,ZIP:67545,"Hudson, KS 67545"
30019,ZIP:67546,"Inman, KS 67546"
30020,ZIP:67547,"Kinsley, KS 67547"
30021,ZIP:67548,"La Crosse, KS 67548"
30022,ZIP:67550,"Larned, KS 67550"
30023,ZIP:67552,"Lewis, KS 67552"
30024,ZIP:67553,"Liebenthal, KS 67553"
30025,ZIP:67554,"Lyons, KS 67554"
30026,ZIP:67556,"Mc Cracken, KS 67556"
30027,ZIP:67557,"Macksville, KS 67557"
30028,ZIP:67559,"Nekoma, KS 67559"
30029,ZIP:67560,"Ness City, KS 67560"
30030,ZIP:67561,"Nickerson, KS 67561"
30031,ZIP:67563,"Offerle, KS 67563"
30032,ZIP:67564,"Olmitz, KS 67564"
30033,ZIP:67565,"Otis, KS 67565"
30034,ZIP:67566,"Partridge, KS 67566"
30035,ZIP:67567,"Pawnee Rock, KS 67567"
30036,ZIP:67568,"Plevna, KS 67568"
30037,ZIP:67570,"Pretty Prairie, KS 67570"
30038,ZIP:67572,"Ransom, KS 67572"
30039,ZIP:67573,"Raymond, KS 67573"
30040,ZIP:67574,"Rozel, KS 67574"
30041,ZIP:67575,"Rush Center, KS 67575"
30042,ZIP:67576,"Saint John, KS 67576"
30043,ZIP:67578,"Stafford, KS 67578"
30044,ZIP:67579,"Sterling, KS 67579"
30045,ZIP:67581,"Sylvia, KS 67581"
30046,ZIP:67583,"Turon, KS 67583"
30047,ZIP:67584,"Utica, KS 67584"
30048,ZIP:67601,"Hays, KS 67601"
30049,ZIP:67621,"Agra, KS 67621"
30050,ZIP:67622,"Almena, KS 67622"
30051,ZIP:67623,"Alton, KS 67623"
30052,ZIP:67625,"Bogue, KS 67625"
30053,ZIP:67626,"Bunker Hill, KS 67626"
30054,ZIP:67627,"Catharine, KS 67627"
30055,ZIP:67628,"Cedar, KS 67628"
30056,ZIP:67629,"Clayton, KS 67629"
30057,ZIP:67631,"Collyer, KS 67631"
30058,ZIP:67632,"Damar, KS 67632"
30059,ZIP:67634,"Dorrance, KS 67634"
30060,ZIP:67635,"Dresden, KS 67635"
30061,ZIP:67637,"Ellis, KS 67637"
30062,ZIP:67638,"Gaylord, KS 67638"
30063,ZIP:67639,"Glade, KS 67639"
30064,ZIP:67640,"Gorham, KS 67640"
30065,ZIP:67642,"Hill City, KS 67642"
30066,ZIP:67643,"Jennings, KS 67643"
30067,ZIP:67644,"Kirwin, KS 67644"
30068,ZIP:67645,"Lenora, KS 67645"
30069,ZIP:67646,"Logan, KS 67646"
30070,ZIP:67647,"Long Island, KS 67647"
30071,ZIP:67648,"Lucas, KS 67648"
30072,ZIP:67649,"Luray, KS 67649"
30073,ZIP:67650,"Morland, KS 67650"
30074,ZIP:67651,"Natoma, KS 67651"
30075,ZIP:67653,"Norcatur, KS 67653"
30076,ZIP:67654,"Norton, KS 67654"
30077,ZIP:67656,"Ogallah, KS 67656"
30078,ZIP:67657,"Palco, KS 67657"
30079,ZIP:67658,"Paradise, KS 67658"
30080,ZIP:67659,"Penokee, KS 67659"
30081,ZIP:67660,"Pfeifer, KS 67660"
30082,ZIP:67661,"Phillipsburg, KS 67661"
30083,ZIP:67663,"Plainville, KS 67663"
30084,ZIP:67664,"Prairie View, KS 67664"
30085,ZIP:67665,"Russell, KS 67665"
30086,ZIP:67669,"Stockton, KS 67669"
30087,ZIP:67671,"Victoria, KS 67671"
30088,ZIP:67672,"Wakeeney, KS 67672"
30089,ZIP:67673,"Waldo, KS 67673"
30090,ZIP:67675,"Woodston, KS 67675"
30091,ZIP:67701,"Colby, KS 67701"
30092,ZIP:67730,"Atwood, KS 67730"
30093,ZIP:67731,"Bird City, KS 67731"
30094,ZIP:67732,"Brewster, KS 67732"
30095,ZIP:67733,"Edson, KS 67733"
30096,ZIP:67734,"Gem, KS 67734"
30097,ZIP:67735,"Goodland, KS 67735"
30098,ZIP:67736,"Gove, KS 67736"
30099,ZIP:67737,"Grainfield, KS 67737"
30100,ZIP:67738,"Grinnell, KS 67738"
30101,ZIP:67739,"Herndon, KS 67739"
30102,ZIP:67740,"Hoxie, KS 67740"
30103,ZIP:67741,"Kanorado, KS 67741"
30104,ZIP:67743,"Levant, KS 67743"
30105,ZIP:67744,"Ludell, KS 67744"
30106,ZIP:67745,"Mc Donald, KS 67745"
30107,ZIP:67747,"Monument, KS 67747"
30108,ZIP:67748,"Oakley, KS 67748"
30109,ZIP:67749,"Oberlin, KS 67749"
30110,ZIP:67751,"Park, KS 67751"
30111,ZIP:67752,"Quinter, KS 67752"
30112,ZIP:67753,"Rexford, KS 67753"
30113,ZIP:67756,"Saint Francis, KS 67756"
30114,ZIP:67757,"Selden, KS 67757"
30115,ZIP:67758,"Sharon Springs, KS 67758"
30116,ZIP:67761,"Wallace, KS 67761"
30117,ZIP:67762,"Weskan, KS 67762"
30118,ZIP:67764,"Winona, KS 67764"
30119,ZIP:67801,"Dodge City, KS 67801"
30120,ZIP:67831,"Ashland, KS 67831"
30121,ZIP:67834,"Bucklin, KS 67834"
30122,ZIP:67835,"Cimarron, KS 67835"
30123,ZIP:67837,"Copeland, KS 67837"
30124,ZIP:67838,"Deerfield, KS 67838"
30125,ZIP:67839,"Dighton, KS 67839"
30126,ZIP:67840,"Englewood, KS 67840"
30127,ZIP:67841,"Ensign, KS 67841"
30128,ZIP:67842,"Ford, KS 67842"
30129,ZIP:67844,"Fowler, KS 67844"
30130,ZIP:67846,"Garden City, KS 67846"
30131,ZIP:67849,"Hanston, KS 67849"
30132,ZIP:67850,"Healy, KS 67850"
30133,ZIP:67851,"Holcomb, KS 67851"
30134,ZIP:67853,"Ingalls, KS 67853"
30135,ZIP:67854,"Jetmore, KS 67854"
30136,ZIP:67855,"Johnson, KS 67855"
30137,ZIP:67857,"Kendall, KS 67857"
30138,ZIP:67859,"Kismet, KS 67859"
30139,ZIP:67860,"Lakin, KS 67860"
30140,ZIP:67861,"Leoti, KS 67861"
30141,ZIP:67862,"Manter, KS 67862"
30142,ZIP:67863,"Marienthal, KS 67863"
30143,ZIP:67864,"Meade, KS 67864"
30144,ZIP:67865,"Minneola, KS 67865"
30145,ZIP:67867,"Montezuma, KS 67867"
30146,ZIP:67868,"Pierceville, KS 67868"
30147,ZIP:67869,"Plains, KS 67869"
30148,ZIP:67870,"Satanta, KS 67870"
30149,ZIP:67871,"Scott City, KS 67871"
30150,ZIP:67876,"Spearville, KS 67876"
30151,ZIP:67877,"Sublette, KS 67877"
30152,ZIP:67878,"Syracuse, KS 67878"
30153,ZIP:67879,"Tribune, KS 67879"
30154,ZIP:67880,"Ulysses, KS 67880"
30155,ZIP:67882,"Wright, KS 67882"
30156,ZIP:67901,"Liberal, KS 67901"
30157,ZIP:67950,"Elkhart, KS 67950"
30158,ZIP:67951,"Hugoton, KS 67951"
30159,ZIP:67952,"Moscow, KS 67952"
30160,ZIP:67953,"Richfield, KS 67953"
30161,ZIP:67954,"Rolla, KS 67954"
30162,ZIP:68002,"Arlington, NE 68002"
30163,ZIP:68003,"Ashland, NE 68003"
30164,ZIP:68004,"Bancroft, NE 68004"
30165,ZIP:68005,"Bellevue, NE 68005"
30166,ZIP:68007,"Bennington, NE 68007"
30167,ZIP:68008,"Blair, NE 68008"
30168,ZIP:68010,"Boys Town, NE 68010"
30169,ZIP:68014,"Bruno, NE 68014"
30170,ZIP:68015,"Cedar Bluffs, NE 68015"
30171,ZIP:68017,"Ceresco, NE 68017"
30172,ZIP:68018,"Colon, NE 68018"
30173,ZIP:68019,"Craig, NE 68019"
30174,ZIP:68020,"Decatur, NE 68020"
30175,ZIP:68022,"Elkhorn, NE 68022"
30176,ZIP:68023,"Fort Calhoun, NE 68023"
30177,ZIP:68025,"Fremont, NE 68025"
30178,ZIP:68028,"Gretna, NE 68028"
30179,ZIP:68029,"Herman, NE 68029"
30180,ZIP:68030,"Homer, NE 68030"
30181,ZIP:68031,"Hooper, NE 68031"
30182,ZIP:68033,"Ithaca, NE 68033"
30183,ZIP:68034,"Kennard, NE 68034"
30184,ZIP:68036,"Linwood, NE 68036"
30185,ZIP:68037,"Louisville, NE 68037"
30186,ZIP:68038,"Lyons, NE 68038"
30187,ZIP:68039,"Macy, NE 68039"
30188,ZIP:68040,"Malmo, NE 68040"
30189,ZIP:68041,"Mead, NE 68041"
30190,ZIP:68042,"Memphis, NE 68042"
30191,ZIP:68044,"Nickerson, NE 68044"
30192,ZIP:68045,"Oakland, NE 68045"
30193,ZIP:68046,"Papillion, NE 68046"
30194,ZIP:68047,"Pender, NE 68047"
30195,ZIP:68048,"Plattsmouth, NE 68048"
30196,ZIP:68050,"Prague, NE 68050"
30197,ZIP:68055,"Rosalie, NE 68055"
30198,ZIP:68057,"Scribner, NE 68057"
30199,ZIP:68058,"South Bend, NE 68058"
30200,ZIP:68059,"Springfield, NE 68059"
30201,ZIP:68061,"Tekamah, NE 68061"
30202,ZIP:68062,"Thurston, NE 68062"
30203,ZIP:68064,"Valley, NE 68064"
30204,ZIP:68065,"Valparaiso, NE 68065"
30205,ZIP:68066,"Wahoo, NE 68066"
30206,ZIP:68067,"Walthill, NE 68067"
30207,ZIP:68069,"Waterloo, NE 68069"
30208,ZIP:68070,"Weston, NE 68070"
30209,ZIP:68071,"Winnebago, NE 68071"
30210,ZIP:68073,"Yutan, NE 68073"
30211,ZIP:68102,"Omaha, NE 68102"
30212,ZIP:68104,"Omaha, NE 68104"
30213,ZIP:68105,"Omaha, NE 68105"
30214,ZIP:68106,"Omaha, NE 68106"
30215,ZIP:68107,"Omaha, NE 68107"
30216,ZIP:68108,"Omaha, NE 68108"
30217,ZIP:68110,"Omaha, NE 68110"
30218,ZIP:68111,"Omaha, NE 68111"
30219,ZIP:68112,"Omaha, NE 68112"
30220,ZIP:68113,"Offutt AFB, NE 68113"
30221,ZIP:68114,"Omaha, NE 68114"
30222,ZIP:68116,"Omaha, NE 68116"
30223,ZIP:68117,"Omaha, NE 68117"
30224,ZIP:68118,"Omaha, NE 68118"
30225,ZIP:68122,"Omaha, NE 68122"
30226,ZIP:68123,"Bellevue, NE 68123"
30227,ZIP:68124,"Omaha, NE 68124"
30228,ZIP:68127,"Omaha, NE 68127"
30229,ZIP:68128,"La Vista, NE 68128"
30230,ZIP:68130,"Omaha, NE 68130"
30231,ZIP:68131,"Omaha, NE 68131"
30232,ZIP:68132,"Omaha, NE 68132"
30233,ZIP:68133,"Papillion, NE 68133"
30234,ZIP:68134,"Omaha, NE 68134"
30235,ZIP:68135,"Omaha, NE 68135"
30236,ZIP:68136,"Omaha, NE 68136"
30237,ZIP:68137,"Omaha, NE 68137"
30238,ZIP:68138,"Omaha, NE 68138"
30239,ZIP:68142,"Omaha, NE 68142"
30240,ZIP:68144,"Omaha, NE 68144"
30241,ZIP:68147,"Bellevue, NE 68147"
30242,ZIP:68152,"Omaha, NE 68152"
30243,ZIP:68154,"Omaha, NE 68154"
30244,ZIP:68157,"Omaha, NE 68157"
30245,ZIP:68164,"Omaha, NE 68164"
30246,ZIP:68178,"Omaha, NE 68178"
30247,ZIP:68182,"Omaha, NE 68182"
30248,ZIP:68198,"Omaha, NE 68198"
30249,ZIP:68301,"Adams, NE 68301"
30250,ZIP:68303,"Alexandria, NE 68303"
30251,ZIP:68304,"Alvo, NE 68304"
30252,ZIP:68305,"Auburn, NE 68305"
